,text,Label,Transcript,Canonical,Error
1411,HAVE A TEST RUN ON THE FAMILY FIRST  TO BE SURE TIMING AND SEASONING ARE RIGHT ,TRAIN/DR3/MADC0/SI737.wav,HH AE V AH T EH S T R AH N AA N DH AH F AE M AH L IY F ER S T T UW B IY SH UH R T AY M IH NG AH N D S IY Z AH N IH NG AA R R AY T,HH AE V AH T EH S T R AH N AA N DH AH F AE M AH L IY F ER S T T UW B IY SH UH R T AY M IH NG AH N D S IY Z AH N IH NG AA R R AY T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1412,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MADC0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1413,SHE ALWAYS JOKES ABOUT TOO MUCH GARLIC IN HIS FOOD ,TRAIN/DR3/MADC0/SX377.wav,SH IY AO L W EY Z JH OW K S AH B AW T T UW M AH CH G AA R L IH K IH N HH IH Z F UW D,SH IY AO L W EY Z JH OW K S AH B AW T T UW M AH CH G AA R L IH K IH N HH IH Z F UW D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1414,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MADC0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1415,THE BATTERY MEDIAN GRADE EQUIVALENT WAS USED IN DATA ANALYSIS IN THIS STUDY ,TRAIN/DR3/MADC0/SI1367.wav,DH AH B AE T ER IY M IY D IY AH N G R EY D IH K W IH V AH L AH N T W AA Z Y UW Z D IH N D EY T AH AE N AE L IH S IH S IH N DH IH S S T AH D IY,DH AH B AE T ER IY M IY D IY AH N G R EY D IH K W IH V AH L AH N T W AA Z Y UW Z D IH N D EY T AH AE N AE L IH S IH S IH N DH IH S S T AH D IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1416,LIKE AS IF IT WERE BUILT OF BOOKS ,TRAIN/DR3/MADC0/SI1997.wav,L AY K AE Z IH F IH T W ER B IH L T AH V B UH K S,L AY K AE Z IH F IH T W ER B IH L T AH V B UH K S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1417,DRAW EACH GRAPH ON A NEW AXIS ,TRAIN/DR3/MADC0/SX197.wav,D R AO IY CH G R AE F AA N AH N UW AE K S AH S,D R AO IY CH G R AE F AA N AH N UW AE K S AH S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1418,IN THE LONG RUN  IT PAYS TO BUY QUALITY CLOTHING ,TRAIN/DR3/MADC0/SX287.wav,IH N DH AH L AO NG R AH N IH T P EY Z T UW B AY K W AA L AH T IY K L OW DH IH NG,IH N DH AH L AO NG R AH N IH T P EY Z T UW B AY K W AA L AH T IY K L OW DH IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1419,SHIVERING  HE PUT ON HIS CLOTHES ,TRAIN/DR3/MKLS1/SI2175.wav,SH IH V ER IH NG HH IY P UH T AA N HH IH Z K L OW DH Z,SH IH V ER IH NG HH IY P UH T AA N HH IH Z K L OW DH Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1420,YOU MUST EXPLICITLY DELETE FILES ,TRAIN/DR3/MKLS1/SX105.wav,Y UW M AH S T IH K S P L IH S AH T L IY D IH L IY T F AY L Z,Y UW M AH S T IH K S P L IH S AH T L IY D IH L IY T F AY L Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1421,THEN AGAIN  THERE'S ALWAYS THAT LOVELY OLD PASTIME OF HOOKING OR BRAIDING RUGS ,TRAIN/DR3/MKLS1/SI915.wav,DH EH N AH G EH N DH EH R Z AO L W EY Z DH AE T L AH V L IY OW L D P AE S T AY M AH V HH UH K IH NG AO R B R EY D IH NG R AH G Z,DH EH N AH G EH N DH EH R Z AO L W EY Z DH AE T L AH V L IY OW L D P AE S T AY M AH V HH UH K IH NG AO R B R EY D IH NG R AH G Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1422,THE MUSEUM HIRES MUSICIANS EVERY EVENING ,TRAIN/DR3/MKLS1/SX15.wav,DH AH M Y UW Z IY AH M HH AY ER Z M Y UW Z IH SH AH N Z EH V ER IY IY V N IH NG,DH AH M Y UW Z IY AH M HH AY ER Z M Y UW Z IH SH AH N Z EH V ER IY IY V N IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1423,THEY DID NOT KNOW WHO THEY WERE OR KNOW THEIR OWN WORTH ,TRAIN/DR3/MKLS1/SI1545.wav,DH EY D IH D N AA T N OW HH UW DH EY W ER AO R N OW DH EH R OW N W ER TH,DH EY D IH D N AA T N OW HH UW DH EY W ER AO R N OW DH EH R OW N W ER TH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1424,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR3/MKLS1/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1425,GROWING WELL KEPT GARDENS IS VERY TIME CONSUMING ,TRAIN/DR3/MKLS1/SX375.wav,G R OW IH NG W EH L K EH P T G AA R D AH N Z IH Z V EH R IY T AY M K AH N S UW M IH NG,G R OW IH NG W EH L K EH P T G AA R D AH N Z IH Z V EH R IY T AY M K AH N S UW M IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1426,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR3/MKLS1/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1427,WOULD YOU ALLOW ACTS OF VIOLENCE ,TRAIN/DR3/MKLS1/SX195.wav,W UH D Y UW AH L AW AE K T S AH V V AY AH L AH N S,W UH D Y UW AH L AW AE K T S AH V V AY AH L AH N S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1428,RICH PURCHASED SEVERAL SIGNED LITHOGRAPHS ,TRAIN/DR3/MKLS1/SX285.wav,R IH CH P ER CH AH S T S EH V ER AH L S AY N D L IH TH AH G R AE F S,R IH CH P ER CH AH S T S EH V ER AH L S AY N D L IH TH AH G R AE F S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1429,TOFU IS MADE FROM PROCESSED SOYBEANS ,TRAIN/DR2/FJKL0/SX302.wav,T OW F UW IH Z M EY D F R AH M P R AA S EH S T S OY B IY N Z,T OW F UW IH Z M EY D F R AH M P R AA S EH S T S OY B IY N Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1430,I GAVE THEM SEVERAL CHOICES AND LET THEM SET THE PRIORITIES ,TRAIN/DR2/FJKL0/SX212.wav,AY G EY V DH EH M S EH V ER AH L CH OY S AH Z AH N D L EH T DH EH M S EH T DH AH P R AY AO R AH T IY Z,AY G EY V DH EH M S EH V ER AH L CH OY S AH Z AH N D L EH T DH EH M S EH T DH AH P R AY AO R AH T IY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1431,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR2/FJKL0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1432,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR2/FJKL0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1433,A YOUNG MOUSE SCAMPERED ACROSS THE FIELD AND DISAPPEARED ,TRAIN/DR2/FJKL0/SX392.wav,AH Y AH NG M AW S S K AE M P ER D AH K R AO S DH AH F IY L D AH N D D IH S AH P IH R D,AH Y AH NG M AW S S K AE M P ER D AH K R AO S DH AH F IY L D AH N D D IH S AH P IH R D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1434,WAS IT A BIRTHDAY BALL ,TRAIN/DR2/FJKL0/SI1562.wav,W AA Z IH T AH B ER TH D EY B AO L,W AA Z IH T AH B ER TH D EY B AO L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1435,IT'S FUN TO ROAST MARSHMALLOWS ON A GAS BURNER ,TRAIN/DR2/FJKL0/SX32.wav,IH T S F AH N T UW R OW S T M AA R SH M EH L OW Z AA N AH G AE S B ER N ER,IH T S F AH N T UW R OW S T M AA R SH M EH L OW Z AA N AH G AE S B ER N ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1436,ENCYCLOPEDIAS SELDOM PRESENT ANECDOTAL EVIDENCE ,TRAIN/DR2/FJKL0/SX122.wav,IH N S AY K L AH P IY D IY AH Z S EH L D AH M P R EH Z AH N T AE N IH K D OW T AH L EH V AH D AH N S,IH N S AY K L AH P IY D IY AH Z S EH L D AH M P R EH Z AH N T AE N IH K D OW T AH L EH V AH D AH N S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1437,HIS PRESCRIPTION  HOT AND COLD COMPRESSES TO INCREASE HER ABSORPTION OF WATER ,TRAIN/DR2/FJKL0/SI932.wav,HH IH Z P R AH S K R IH P SH AH N HH AA T AH N D K OW L D K AA M P R EH S AH Z T UW IH N K R IY S HH ER AH B Z AO R P SH AH N AH V W AO T ER,HH IH Z P R AH S K R IH P SH AH N HH AA T AH N D K OW L D K AA M P R EH S AH Z T UW IH N K R IY S HH ER AH B Z AO R P SH AH N AH V W AO T ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1438,BUT NOW SHE LOOKED UGLY ,TRAIN/DR2/FJKL0/SI2192.wav,B AH T N AW SH IY L UH K T AH G L IY,B AH T N AW SH IY L UH K T AH G L IY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1439,SOLID CONCRETE BLOCKS  RELATIVELY HEAVY AND DENSE  ARE USED FOR THIS SHELTER ,TRAIN/DR2/FDNC0/SI1278.wav,S AA L AH D K AH N K R IY T B L AA K S R EH L AH T IH V L IY HH EH V IY AH N D D EH N S AA R Y UW Z D F AO R DH IH S SH EH L T ER,S AA L AH D K AH N K R IY T B L AA K S R EH L AH T IH V L IY HH EH V IY AH N D D EH N S AA R Y UW Z D F AO R DH IH S SH EH L T ER,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1440,BRUSH FIRES ARE COMMON IN THE DRY UNDERBRUSH OF NEVADA ,TRAIN/DR2/FDNC0/SX288.wav,B R AH SH F AY ER Z AA R K AA M AH N IH N DH AH D R AY AH N D ER B R AH SH AH V N AH V AA D AH,B R AH SH F AY ER Z AA R K AA M AH N IH N DH AH D R AY AH N D ER B R AH SH AH V N AH V AA D AH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1441,NORWEGIAN SWEATERS ARE MADE OF LAMB'S WOOL ,TRAIN/DR2/FDNC0/SX198.wav,N AO R W IY JH AH N S W EH T ER Z AA R M EY D AH V L AE M Z W UH L,N AO R W IY JH AH N S W EH T ER Z AA R M EY D AH V L AE M Z W UH L,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1442,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR2/FDNC0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1443,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR2/FDNC0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1444,I JUST SAW JIM NEAR THE NEW ARCHEOLOGICAL MUSEUM ,TRAIN/DR2/FDNC0/SX378.wav,AY JH AH S T S AO JH IH M N IH R DH AH N UW AA R K IY AH L AA JH IH K AH L M Y UW Z IY AH M,AY JH AH S T S AO JH IH M N IH R DH AH N UW AA R K IY AH L AA JH IH K AH L M Y UW Z IY AH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1445,OF COURSE  DEAR  SHE SAID ,TRAIN/DR2/FDNC0/SI2287.wav,AH V K AO R S D IH R SH IY S EH D,AH V K AO R S D IH R SH IY S EH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1446,ALIMONY HARMS A DIVORCED MAN'S WEALTH ,TRAIN/DR2/FDNC0/SX18.wav,AE L AH M OW N IY HH AA R M Z AH D IH V AO R S T M AE N Z W EH L TH,AE L AH M OW N IY HH AA R M Z AH D IH V AO R S T M AE N Z W EH L TH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1447,AFTER ANOTHER LONG PAUSE HE ASKED  HOW MANY PEOPLE KNOW WHO THEY ARE ,TRAIN/DR2/FDNC0/SI1908.wav,AE F T ER AH N AH DH ER L AO NG P AO Z HH IY AE S K T HH AW M EH N IY P IY P AH L N OW HH UW DH EY AA R,AE F T ER AH N AH DH ER L AO NG P AO Z HH IY AE S K T HH AW M EH N IY P IY P AH L N OW HH UW DH EY AA R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1448,HIS SCALP WAS BLISTERED FROM TODAY'S HOT SUN ,TRAIN/DR2/FDNC0/SX108.wav,HH IH Z S K AE L P W AA Z B L IH S T ER D F R AH M T AH D EY Z HH AA T S AH N,HH IH Z S K AE L P W AA Z B L IH S T ER D F R AH M T AH D EY Z HH AA T S AH N,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1449,HOW OILY DO YOU LIKE YOUR SALAD DRESSING ,TRAIN/DR2/MKDT0/SX263.wav,HH AW OY L IY D UW Y UW L AY K Y AO R S AE L AH D D R EH S IH NG,HH AW OY L IY D UW Y UW L AY K Y AO R S AE L AH D D R EH S IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1450,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED ,TRAIN/DR2/MKDT0/SX173.wav,HH UW EH V ER K OW AA P ER EY T S IH N F AY N D IH NG N AE N Z K AE M IY OW W IH L B IY R IH W AO R D IH D,HH UW EH V ER K OW AA P ER EY T S IH N F AY N D IH NG N AE N Z K AE M IY OW W IH L B IY R IH W AO R D IH D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1451,FALL SLOWLY FORWARD ONTO THE HANDS AND LET THE BODY DOWN TO REST ON THE FLOOR ,TRAIN/DR2/MKDT0/SI814.wav,F AO L S L OW L IY F AO R W ER D AA N T UW DH AH HH AE N D Z AH N D L EH T DH AH B AA D IY D AW N T UW R EH S T AA N DH AH F L AO R,F AO L S L OW L IY F AO R W ER D AA N T UW DH AH HH AE N D Z AH N D L EH T DH AH B AA D IY D AW N T UW R EH S T AA N DH AH F L AO R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1452,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT ,TRAIN/DR2/MKDT0/SA2.wav,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,D OW N T AE S K M IY T UW K AE R IY AE N OY L IY R AE G L AY K DH AE T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1453,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR ,TRAIN/DR2/MKDT0/SA1.wav,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,SH IY HH AE D Y AO R D AA R K S UW T IH N G R IY S IY W AA SH W AO T ER AO L Y IH R,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1454,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH ,TRAIN/DR2/MKDT0/SX353.wav,AH K AA N AH S ER W IH L EH N JH OY DH IH S SH EH L F IH SH D IH SH,AH K AA N AH S ER W IH L EH N JH OY DH IH S SH EH L F IH SH D IH SH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1455,MY INSTRUCTIONS DESPERATELY NEED UPDATING ,TRAIN/DR2/MKDT0/SX83.wav,M AY IH N S T R AH K SH AH N Z D EH S P ER AH T L IY N IY D AH P D EY T IH NG,M AY IH N S T R AH K SH AH N Z D EH S P ER AH T L IY N IY D AH P D EY T IH NG,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1456,A LONE STAR SHONE IN THE EARLY EVENING SKY ,TRAIN/DR2/MKDT0/SX443.wav,AH L OW N S T AA R SH OW N IH N DH AH ER L IY IY V N IH NG S K AY,AH L OW N S T AA R SH OW N IH N DH AH ER L IY IY V N IH NG S K AY,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1457,HE RECOGNIZED HIS JACKET AND TROUSERS ,TRAIN/DR2/MKDT0/SI2153.wav,HH IY R EH K AH G N AY Z D HH IH Z JH AE K AH T AH N D T R AW Z ER Z,HH IY R EH K AH G N AY Z D HH IH Z JH AE K AH T AH N D T R AW Z ER Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1458,THERE'S NEVER ENOUGH CORN  PEAS OR STRAWBERRIES ,TRAIN/DR2/MKDT0/SI893.wav,DH EH R Z N EH V ER IH N AH F K AO R N P IY Z AO R S T R AO B EH R IY Z,DH EH R Z N EH V ER IH N AH F K AO R N P IY Z AO R S T R AO B EH R IY Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1459,DID YOU EAT YET ,TRAIN/DR2/MRLJ0/SX70.wav,D IH D Y UW IY T Y EH T,D IH D Y UW IY T Y EH T,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1460,THIS IS NO ASSIGNMENT FOR A FRIVOLOUS GIRL  SHE ASSURES HIM ,TRAIN/DR2/MRLJ0/SI1420.wav,DH IH S IH Z N OW AH S AY N M AH N T F AO R AH F R IH V AH L AH S G ER L SH IY AH SH UH R Z HH IH M,DH IH S IH Z N OW AH S AY N M AH N T F AO R AH F R IH V AH L AH S G ER L SH IY AH SH UH R Z HH IH M,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1461,WE SEEMED TO BE WITNESSING THE POPULATION EXPLOSION RIGHT IN OUR OWN BACKYARDS ,TRAIN/DR2/MRLJ0/SI790.wav,W IY S IY M D T UW B IY W IH T N AH S IH NG DH AH P AA P Y AH L EY SH AH N IH K S P L OW ZH AH N R AY T IH N AW ER OW N B AE K Y AA R D Z,W IY S IY M D T UW B IY W IH T N AH S IH NG DH AH P AA P Y AH L EY SH AH N IH K S P L OW ZH AH N R AY T IH N AW ER OW N B AE K Y AA R D Z,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1462,AS COAUTHORS  WE PRESENTED OUR NEW BOOK TO THE HAUGHTY AUDIENCE ,TRAIN/DR2/MRLJ0/SX160.wav,AE Z K OW AA TH ER Z W IY P R IY Z EH N T IH D AW ER N UW B UH K T UW DH AH HH AO T IY AA D IY AH N S,AE Z K OW AA TH ER Z W IY P R IY Z EH N T IH D AW ER N UW B UH K T UW DH AH HH AO T IY AA D IY AH N S,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
